Pos 1,Pos 1,Pos 2,Pos 2,Pos 3,Pos 3,Pos 4,Pos 4,Pos 5,Pos 5,Pos 6,Pos 6,Pos 7,Pos 7,Pos 8,Pos 8,Pos 9,Pos 9,Pos 10
Baseline,NewScheme,Baseline,NewScheme,Baseline,NewScheme,Baseline,NewScheme,Baseline,NewScheme,Baseline,NewScheme,Baseline,NewScheme,Baseline,NewScheme,Baseline,NewScheme,Noise
,,,,,,,,,,,,0.0008302286333177245,0.0022430293730064,,,,,
,,,,,,,,,,,,0.00069386332173981,0.0020323113534713,,,,,
,,,,,,,,,,,,0.0007400011928806537,0.0020175411690579,,,,,
,,,,,,,,,,,,0.0006784482191487891,0.0019631172625143,,,,,
,,,,,,,,,,,,0.0006722720959006521,0.0019869123567334,,,,,
,,,,,,,,,,,,0.0005992169713949203,0.0018600113900232,,,,,
,,,,,,,,,,,,0.0006330836255246991,0.0019095611667555,,,,,
,,,,,,,,,,,,0.0005799154627701647,0.001780722501482,,,,,
,,,,,,,,,,,,0.0005894616755601045,0.0018309786800355,,,,,
,,,,,,,,,,,,0.0005841226015614801,0.0016994661708213,,,,,
,,,,,,,,,,,,0.0006334349936035327,0.0017588355564676,,,,,
,,,,,,,,,,,,0.0006212498500135401,0.001587285394066,,,,,
,,,,,,,,,,,,0.000640997928827708,0.0016120049876651,,,,,
,,,,,,,,,,,,0.0006858935853856038,0.0015291490187498,,,,,
,,,,,,,,,,,,0.0006948829712660965,0.001623685640392,,,,,
,,,,,,,,,,,,0.0007245703112720467,0.0015753225054156,,,,,
,,,,,,,,,,,,0.0007003765630397594,0.0016975872255939,,,,,
,,,,,,,,,,,,0.0007249035346503776,0.0017433732305929,,,,,
,,,,,,,,,,,,0.0006797175706751413,0.001784506066113,,,,,
,,,,,,,,,,,,0.0006617941568781408,0.0017149329928765,,,,,
,,,,,,,,,,,,0.0005848545138262473,0.0016577923329922,,,,,
,,,,,,,,,,,,0.0006628555123681919,0.0016613359380381,,,,,
,,,,,,,,,,,,0.0006009491595670099,0.0016798219235345,,,,,
,,,,,,,,,,,,0.0006768027085588614,0.0016575717205926,,,,,
,,,,,,,,,,,,0.0006555825155953873,0.0017777074895726,,,,,
,,,,,,,,,,,,0.0006696836906317212,0.001916327596246,,,,,
,,,,,,,,,,,,0.0006104701013286079,0.0018710780658292,,,,,
,,,,,,,,,,,,0.0006424832896654205,0.0017799382099992,,,,,
,,,,,,,,,,,,0.0005744452166011075,0.0016500047257843,,,,,
,,,,,,,,,,,,0.0006080695232606053,0.0015035675436281,,,,,
,,,,,,,,,,,,0.0006191139672906212,0.0014533499817236,,,,,
,,,,,,,,,,,,0.0006295836607512321,0.0014843475269928,,,,,
,,,,,,,,,,,,0.0006609136556946086,0.0016332832413687,,,,,
,,,,,,,,,,,,0.0006675801277271367,0.0017201129061825,,,,,
,,,,,,,,,,,,0.0006808535287096664,0.0017719379584634,,,,,
,,,,,,,,,,,,0.0006522022274384753,0.0016887710761509,,,,,
,,,,,,,,,,,,0.0007013114109455353,0.0016661802932717,,,,,
,,,,,,,,,,,,0.0006542341150211036,0.0016305842752078,,,,,
,,,,,,,,,,,,0.0006787623609372502,0.0016573448889487,,,,,
,,,,,,,,,,,,0.0006429677194460281,0.0016867717795712,,,,,
,,,,,,,,,,,,0.0006683077502878665,0.0017455716389228,,,,,
,,,,,,,,,,,,0.000598669010345604,0.0017850019042465,,,,,
,,,,,,,,,,,,0.000626809846406254,0.0017159426686229,,,,,
,,,,,,,,,,,,0.0006171276905381147,0.0016628489551806,,,,,
,,,,,,,,,,,,0.0006547211550232324,0.0016717866697609,,,,,
,,,,,,,,,,,,0.0007158031044447509,0.0016843578081085,,,,,
,,,,,,,,,,,,0.0007116749357723394,0.0016604478985329,,,,,
,,,,,,,,,,,,0.0007046047726100961,0.0017794808200029,,,,,
,,,,,,,,,,,,0.0006793642701897063,0.0019184428958624,,,,,
,,,,,,,,,,,,0.0007012363946830435,0.0018672288626696,,,,,
